0.0,45.2,62.4
1.0,57.4,60.6
2.0,44.8,40.7
3.0,48.3,49.8
4.0,33.4,58.3
5.0,14.1,41.2
6.0,31.0,61.2
7.0,91.0,43.8
8.0,44.4,37.7
9.0,55.2,33.0
10.0,35.2,47.1
11.0,56.6,42.5
12.0,11.9,55.2
13.0,17.9,54.4
14.0,51.4,64.9
15.0,66.4,59.7
16.0,27.0,51.9
17.0,77.1,43.1
18.0,58.4,58.1
19.0,85.1,46.9
20.0,26.6,35.6
21.0,65.1,46.3
22.0,44.5,75.9
23.0,41.2,57.9
24.0,55.0,45.4
25.0,49.2,57.6
26.0,64.5,41.9
27.0,52.3,47.5
28.0,51.2,33.0
29.0,18.1,37.8
30.0,67.9,63.2
31.0,42.5,56.0
32.0,73.3,46.8
33.0,45.2,52.8
34.0,37.6,46.0
35.0,40.1,55.9
36.0,58.0,29.6
37.0,55.1,50.4
38.0,36.3,32.6
39.0,62.8,44.4
40.0,57.2,49.7
41.0,70.1,38.0
42.0,33.3,63.3
43.0,62.0,30.1
44.0,53.9,54.6
45.0,45.2,46.3
46.0,59.2,47.6
47.0,55.1,49.7
48.0,50.2,43.4
49.0,59.1,54.8
50.0,55.2,73.0
51.0,74.1,46.9
52.0,55.7,49.5
53.0,38.5,58.2
54.0,31.0,48.7
55.0,36.6,50.0
56.0,60.8,49.1
57.0,16.9,58.1
58.0,63.7,63.3
59.0,32.7,40.9
60.0,61.9,33.6
61.0,35.4,51.5
62.0,52.9,60.7
63.0,59.8,51.7
64.0,55.5,54.0
65.0,65.8,51.7
66.0,100.0,44.3
67.0,40.0,62.4
68.0,67.8,45.5
69.0,74.6,49.8
70.0,13.7,72.0
71.0,61.1,46.5
72.0,32.6,45.3
73.0,50.3,52.1
74.0,43.1,37.3
75.0,66.1,43.8
76.0,19.9,54.7
77.0,24.4,38.4
78.0,60.9,55.4
79.0,80.1,49.3
80.0,73.8,38.7
81.0,61.5,40.9
82.0,69.5,34.1
83.0,52.2,45.8
84.0,52.9,44.1
85.0,59.9,51.4
86.0,47.5,47.7
87.0,65.6,48.5
88.0,42.8,56.9
89.0,30.0,46.1
90.0,35.9,40.9
91.0,56.4,61.0
92.0,54.3,48.4
93.0,39.6,58.2
94.0,72.2,39.8
95.0,56.5,52.2
96.0,43.4,54.5
97.0,17.3,49.7
98.0,42.1,44.7
99.0,66.5,60.8
100.0,73.3,58.7
101.0,33.1,53.6
102.0,57.8,60.1
103.0,46.6,45.7
104.0,51.5,43.9
105.0,98.6,40.9
106.0,86.8,46.6
107.0,30.3,74.4
108.0,44.9,49.5
109.0,10.1,58.9
110.0,52.5,48.4
111.0,38.0,49.4
112.0,50.6,60.0
113.0,74.4,59.0
114.0,33.3,32.0
115.0,44.4,55.4
116.0,58.2,54.6
117.0,38.6,45.2
118.0,62.7,51.4
119.0,38.3,61.8
120.0,32.1,58.5
121.0,9.0,39.1
122.0,61.0,55.2
123.0,15.8,36.7
124.0,26.3,57.5
125.0,81.7,62.2
126.0,35.6,65.0
127.0,63.1,55.6
128.0,97.9,40.6
129.0,19.6,50.7
130.0,43.3,40.9
131.0,76.3,55.1
132.0,40.9,46.7
133.0,21.8,40.2
134.0,80.4,59.2
135.0,6.4,49.1
136.0,36.2,62.7
137.0,36.1,55.7
138.0,72.5,51.7
139.0,86.9,49.7
140.0,57.8,41.3
141.0,57.5,58.3
142.0,22.6,61.4
143.0,36.0,44.2
144.0,14.3,50.2
145.0,3.9,54.0
146.0,64.6,50.2
147.0,69.9,31.0
148.0,45.8,41.9
149.0,43.8,49.8
150.0,82.0,63.5
151.0,57.0,60.8
152.0,30.1,38.2
153.0,22.7,47.3
154.0,32.9,43.2
155.0,39.2,60.2
156.0,43.9,42.4
157.0,61.2,64.0
158.0,16.4,47.7
159.0,41.3,42.6
160.0,51.3,35.2
161.0,43.9,56.8
162.0,70.0,43.0
163.0,66.2,45.4
164.0,45.0,47.1
165.0,68.2,38.9
166.0,0.0,68.3
167.0,43.9,54.6
168.0,1.4,67.8
169.0,44.5,39.6
170.0,68.3,52.8
171.0,35.7,66.3
172.0,38.2,57.5
173.0,66.9,60.4
174.0,57.0,55.6
175.0,57.0,28.0
176.0,45.7,69.6
177.0,49.4,40.4
178.0,45.0,33.7
179.0,79.8,55.0
180.0,61.7,44.7
181.0,40.4,38.3
182.0,57.8,54.5
183.0,35.1,60.1
184.0,29.5,59.7
185.0,47.0,44.1
186.0,68.2,47.8
187.0,100.0,40.8
188.0,49.8,54.4
189.0,42.9,44.0
190.0,46.7,39.3
191.0,70.0,46.1
192.0,44.1,71.7
193.0,44.3,52.7
194.0,59.5,50.1
195.0,27.1,58.2
196.0,19.5,44.6
197.0,73.5,54.6
198.0,58.3,44.0
199.0,59.1,46.7
200.0,9.6,45.3
201.0,48.9,63.3
202.0,69.1,42.6
203.0,68.9,50.1
204.0,78.6,45.7
205.0,63.2,46.2
206.0,53.7,37.7
207.0,62.4,40.1
208.0,21.6,51.1
209.0,56.7,48.1
210.0,50.9,50.8
211.0,15.9,44.2
212.0,68.8,44.0
213.0,40.2,60.4
214.0,67.2,34.6
215.0,49.3,49.1
216.0,65.8,55.1
217.0,1.0,57.4
218.0,45.5,47.8
219.0,67.7,66.7
