0.0,40.8,20.7
1.0,64.1,22.5
2.0,49.6,31.6
3.0,48.6,29.5
4.0,59.6,21.2
5.0,39.8,27.3
6.0,42.3,18.9
7.0,51.1,30.6
8.0,50.7,33.5
9.0,27.6,19.6
10.0,44.7,23.6
11.0,36.6,20.7
12.0,39.6,24.3
13.0,40.1,24.6
14.0,45.9,28.5
15.0,51.1,22.5
16.0,68.6,27.8
17.0,35.8,25.8
18.0,61.5,23.6
19.0,63.7,21.7
20.0,61.1,24.6
21.0,40.7,29.5
22.0,30.8,22.6
23.0,49.8,34.2
24.0,49.0,25.0
25.0,34.3,20.8
26.0,51.9,27.6
27.0,50.5,24.7
28.0,48.5,26.1
29.0,53.2,29.3
30.0,58.1,17.4
31.0,68.2,23.3
32.0,39.1,24.4
33.0,52.3,22.3
34.0,54.3,26.3
35.0,52.4,26.0
36.0,47.9,17.7
37.0,74.0,32.8
38.0,44.5,30.0
39.0,48.7,30.4
40.0,63.9,27.6
41.0,49.7,24.4
42.0,54.3,32.9
43.0,48.5,20.1
44.0,51.7,24.8
45.0,57.2,30.8
46.0,52.8,26.2
47.0,55.8,25.5
48.0,55.4,26.6
49.0,47.1,23.8
50.0,51.0,26.0
51.0,42.1,33.0
52.0,48.3,19.0
53.0,44.0,20.4
54.0,35.0,22.7
55.0,48.4,27.2
56.0,42.8,28.3
57.0,46.6,29.5
58.0,54.7,27.3
59.0,35.8,22.7
60.0,56.4,15.2
61.0,46.1,31.6
62.0,61.5,29.2
63.0,56.6,26.7
64.0,57.5,26.6
65.0,51.2,26.4
66.0,54.5,31.6
67.0,41.1,23.3
68.0,48.0,33.4
69.0,66.8,36.0
70.0,70.6,25.4
71.0,46.6,18.8
72.0,52.1,25.2
73.0,82.8,24.6
74.0,45.8,30.6
75.0,40.1,27.6
76.0,39.1,25.9
77.0,47.9,26.7
78.0,38.3,35.6
79.0,55.3,23.1
80.0,38.9,28.1
81.0,64.0,22.0
82.0,36.7,28.7
83.0,54.8,17.2
84.0,57.3,19.2
85.0,50.6,18.7
86.0,34.0,26.6
87.0,56.8,26.5
88.0,54.6,24.8
89.0,68.0,29.3
90.0,64.3,23.5
91.0,33.0,20.1
92.0,52.3,23.4
93.0,53.2,20.6
94.0,58.8,23.5
95.0,62.2,24.5
96.0,51.6,19.6
97.0,56.9,27.3
98.0,66.4,23.6
99.0,41.4,34.2
100.0,53.4,33.3
101.0,39.9,19.9
102.0,50.1,21.4
103.0,48.5,24.9
104.0,47.5,25.8
105.0,48.8,24.5
106.0,48.7,22.3
107.0,48.5,31.2
108.0,55.9,29.4
109.0,45.7,28.8
110.0,41.3,21.0
111.0,49.9,21.6
112.0,37.5,28.8
113.0,51.5,28.3
114.0,59.3,30.1
115.0,48.2,27.4
116.0,36.0,24.2
117.0,50.9,29.1
118.0,46.1,24.3
119.0,37.7,22.4
120.0,63.2,32.3
121.0,41.2,20.5
122.0,55.3,27.3
123.0,42.9,33.6
124.0,45.2,21.5
125.0,55.4,27.7
126.0,64.2,30.1
127.0,52.0,22.6
128.0,49.0,20.5
129.0,53.2,23.5
130.0,32.8,35.3
131.0,61.1,25.1
132.0,61.1,26.5
133.0,39.4,23.2
134.0,58.6,32.8
135.0,47.6,21.3
136.0,60.4,17.3
137.0,63.0,32.0
138.0,49.7,23.6
139.0,42.4,15.0
140.0,59.3,16.0
141.0,43.2,27.0
142.0,66.5,25.9
143.0,48.9,28.5
144.0,58.3,32.2
145.0,64.9,28.7
146.0,63.6,24.1
147.0,52.1,25.9
148.0,53.1,28.0
149.0,39.1,27.9
150.0,54.8,32.6
151.0,71.6,19.0
152.0,53.3,17.0
153.0,39.2,31.8
154.0,62.5,18.8
155.0,44.2,24.9
156.0,50.0,34.0
157.0,51.7,21.7
158.0,41.0,19.2
159.0,39.5,10.4
160.0,49.8,29.3
161.0,39.5,19.0
162.0,38.7,18.8
163.0,62.2,17.4
164.0,54.8,20.2
165.0,61.5,18.7
166.0,60.3,25.0
167.0,34.4,29.2
168.0,50.1,22.3
169.0,65.3,26.8
170.0,38.1,23.5
171.0,47.6,29.1
172.0,65.1,29.9
173.0,42.2,24.1
174.0,51.9,32.7
175.0,46.7,26.2
176.0,64.1,34.6
177.0,68.7,25.7
178.0,42.4,21.9
179.0,38.7,23.3
180.0,66.7,31.0
181.0,51.2,28.2
182.0,49.0,25.2
183.0,42.9,24.2
184.0,41.2,22.0
185.0,49.9,22.0
186.0,57.5,27.7
187.0,36.8,31.3
188.0,56.1,34.0
189.0,50.6,22.8
190.0,49.9,16.6
191.0,69.0,25.1
192.0,43.4,28.3
193.0,48.2,14.8
194.0,51.5,28.4
195.0,48.7,27.0
196.0,38.4,21.7
197.0,41.6,27.4
198.0,26.4,24.0
199.0,49.0,13.3
200.0,45.5,27.9
201.0,65.2,26.6
202.0,40.7,30.2
203.0,36.5,29.3
204.0,64.6,17.6
205.0,62.3,21.0
206.0,42.1,25.2
207.0,49.9,24.2
208.0,63.8,29.1
209.0,50.3,25.6
