0.0,46.6,70.8
1.0,55.9,71.9
2.0,73.8,70.5
3.0,57.9,72.4
4.0,56.6,83.3
5.0,37.8,80.4
6.0,52.7,72.1
7.0,67.6,79.0
8.0,55.3,82.3
9.0,32.7,72.3
10.0,55.3,77.3
11.0,40.5,84.2
12.0,70.1,73.1
13.0,47.0,72.2
14.0,84.8,80.7
15.0,45.4,75.6
16.0,48.8,70.8
17.0,12.5,64.9
18.0,7.6,75.7
19.0,58.8,77.7
20.0,31.3,82.0
21.0,45.2,64.9
22.0,52.4,76.6
23.0,64.0,76.2
24.0,38.3,74.6
25.0,19.0,70.7
26.0,18.6,76.1
27.0,82.8,75.5
28.0,42.7,71.9
29.0,42.5,73.8
30.0,47.2,78.3
31.0,1.2,74.3
32.0,41.9,79.0
33.0,54.0,83.4
34.0,55.3,79.6
35.0,52.1,77.1
36.0,21.2,74.9
37.0,69.3,75.7
38.0,64.9,68.1
39.0,34.0,80.9
40.0,43.6,72.0
41.0,36.2,79.9
42.0,80.5,74.6
43.0,72.8,66.5
44.0,100.0,81.6
45.0,94.8,71.8
46.0,71.7,68.9
47.0,53.9,76.9
48.0,52.0,81.7
49.0,83.8,82.7
50.0,82.8,69.3
51.0,64.3,76.4
52.0,51.6,70.5
53.0,67.7,78.4
54.0,62.3,72.1
55.0,35.6,84.9
56.0,45.5,72.0
57.0,56.3,77.1
58.0,56.8,75.4
59.0,76.1,76.1
60.0,44.5,73.3
61.0,7.4,66.2
62.0,56.6,77.1
63.0,5.2,78.5
64.0,70.7,82.6
65.0,70.9,77.6
66.0,50.3,74.6
67.0,32.3,80.4
68.0,87.8,77.6
69.0,50.3,75.3
70.0,60.8,81.2
71.0,24.6,76.4
72.0,38.4,77.8
73.0,82.6,83.1
74.0,61.2,76.6
75.0,29.8,65.7
76.0,6.8,70.8
77.0,53.5,71.7
78.0,91.2,68.7
79.0,62.4,74.1
80.0,39.5,72.7
81.0,13.0,79.9
82.0,50.3,81.1
83.0,36.0,64.8
84.0,39.8,80.5
85.0,43.6,67.8
86.0,25.3,67.3
87.0,32.1,81.8
88.0,19.7,71.3
89.0,55.5,82.9
90.0,27.2,77.0
91.0,1.6,71.8
92.0,40.7,77.7
93.0,53.2,74.4
94.0,56.2,73.0
95.0,79.3,74.6
96.0,48.0,68.8
97.0,59.1,73.0
98.0,90.9,72.5
99.0,37.2,78.0
100.0,5.7,75.6
101.0,51.4,74.5
102.0,32.7,70.4
103.0,61.1,70.4
104.0,83.3,70.7
105.0,56.0,81.0
106.0,53.2,75.0
107.0,34.3,74.2
108.0,33.0,73.2
109.0,49.2,71.6
110.0,23.9,73.5
111.0,44.4,70.4
112.0,23.4,78.3
113.0,41.7,78.2
114.0,89.7,66.0
115.0,34.1,71.0
116.0,79.9,84.2
117.0,78.7,72.2
118.0,41.1,74.9
119.0,52.8,81.8
120.0,51.7,66.5
121.0,1.6,72.3
122.0,72.1,77.9
123.0,49.9,76.2
124.0,100.0,74.6
125.0,42.0,77.5
126.0,48.9,72.3
127.0,38.7,85.1
128.0,65.8,69.1
129.0,82.0,76.6
130.0,15.8,69.0
131.0,52.8,64.1
132.0,51.1,78.0
133.0,53.8,75.9
134.0,43.8,72.7
135.0,76.8,71.0
136.0,76.6,65.1
137.0,13.1,79.6
138.0,17.0,76.9
139.0,63.5,78.9
140.0,30.1,74.6
141.0,17.4,74.7
142.0,63.5,67.0
143.0,46.9,80.1
144.0,51.2,76.6
145.0,43.1,80.5
146.0,81.5,77.1
147.0,56.1,77.6
148.0,77.8,76.2
149.0,62.0,78.7
150.0,31.2,85.1
151.0,51.5,77.6
152.0,47.6,86.0
153.0,72.6,82.3
154.0,20.4,62.2
155.0,31.2,80.8
156.0,42.9,84.0
157.0,49.9,81.1
158.0,54.0,68.8
159.0,42.8,76.5
160.0,40.9,61.2
161.0,62.2,75.6
162.0,51.2,63.5
163.0,40.0,81.5
164.0,57.4,82.9
165.0,100.0,66.5
166.0,59.2,72.9
167.0,29.3,81.7
168.0,50.5,69.6
169.0,51.5,72.4
170.0,3.9,80.1
171.0,50.0,77.3
172.0,47.9,72.8
173.0,87.2,79.2
174.0,51.3,68.8
175.0,25.6,74.6
176.0,60.8,82.5
177.0,47.2,74.9
178.0,5.0,83.5
179.0,42.3,73.8
180.0,51.5,80.2
181.0,54.5,69.2
182.0,33.5,74.2
183.0,50.4,79.1
184.0,39.9,70.5
185.0,35.8,74.4
186.0,63.7,76.8
187.0,80.1,69.7
188.0,22.7,68.8
189.0,55.3,73.4
190.0,63.9,70.7
191.0,41.0,76.0
192.0,47.1,76.0
193.0,61.1,81.2
194.0,50.9,65.4
195.0,77.9,77.8
196.0,37.6,71.0
197.0,58.3,68.1
198.0,67.0,75.5
199.0,75.0,84.9
200.0,70.3,76.8
201.0,59.9,79.7
202.0,71.8,76.3
203.0,44.6,72.8
204.0,65.1,72.5
205.0,40.8,69.8
206.0,38.7,71.1
207.0,67.7,76.0
208.0,42.2,77.1
209.0,48.8,76.7
210.0,35.9,63.2
211.0,62.9,81.9
212.0,25.1,70.5
213.0,45.2,68.3
214.0,93.9,76.4
