0.0,27.0,35.0
1.0,24.8,70.5
2.0,29.2,69.5
3.0,24.0,59.2
4.0,25.7,94.9
5.0,18.2,47.0
6.0,21.4,54.9
7.0,23.9,71.3
8.0,24.4,68.9
9.0,31.7,58.7
10.0,27.0,49.1
11.0,27.8,55.6
12.0,20.6,55.5
13.0,21.7,70.5
14.0,21.1,83.3
15.0,21.1,73.7
16.0,21.5,32.7
17.0,23.2,60.1
18.0,14.1,73.5
19.0,18.4,82.3
20.0,22.0,95.8
21.0,25.0,56.4
22.0,26.6,85.3
23.0,33.9,93.9
24.0,21.6,70.1
25.0,23.2,79.3
26.0,24.6,47.9
27.0,30.0,69.0
28.0,22.4,65.5
29.0,15.7,57.7
30.0,24.8,40.5
31.0,24.1,94.7
32.0,25.0,85.6
33.0,21.4,87.7
34.0,23.3,82.6
35.0,20.1,96.9
36.0,14.5,45.4
37.0,18.7,62.2
38.0,23.1,91.2
39.0,20.1,65.6
40.0,24.9,86.3
41.0,29.7,37.2
42.0,21.8,71.4
43.0,34.9,71.3
44.0,23.5,93.0
45.0,28.0,70.5
46.0,18.4,69.5
47.0,22.0,82.4
48.0,25.6,83.7
49.0,32.8,88.8
50.0,21.1,88.9
51.0,23.7,80.6
52.0,26.2,94.0
53.0,25.8,65.1
54.0,32.1,77.4
55.0,18.3,82.7
56.0,22.6,74.3
57.0,23.4,83.5
58.0,21.0,70.7
59.0,31.0,39.7
60.0,23.8,83.5
61.0,19.6,78.5
62.0,21.6,45.9
63.0,28.1,96.6
64.0,25.3,88.4
65.0,17.7,90.7
66.0,25.4,48.8
67.0,26.6,87.1
68.0,27.6,61.8
69.0,36.5,77.0
70.0,27.4,99.5
71.0,23.8,76.3
72.0,21.7,12.4
73.0,24.6,73.2
74.0,28.2,97.7
75.0,29.0,63.5
76.0,31.2,90.2
77.0,28.8,52.7
78.0,24.7,84.3
79.0,23.2,78.8
80.0,21.1,58.0
81.0,23.7,69.2
82.0,30.2,77.7
83.0,21.5,66.1
84.0,24.7,97.2
85.0,22.8,90.1
86.0,22.8,48.5
87.0,27.1,60.4
88.0,26.5,89.2
89.0,27.3,57.2
90.0,27.8,98.2
91.0,24.9,85.7
92.0,23.9,88.9
93.0,22.7,24.9
94.0,27.0,84.0
95.0,21.5,64.3
96.0,21.5,58.8
97.0,28.5,58.4
98.0,14.5,75.9
99.0,27.4,68.7
